DOMAIN	TOTAL	Acas	Afum	Agos	Aloc	Amac	Amoe	Bden	Ccin	Cint	Cmer	CneoA	Cowc	Crei	Crev	Ddis	Dmel	Ebie	Ecun	Eint	Gpro	Hmag	Hpol	Mbre	Mcir	Mver	Ncer	Ncra	NparERTm1	Pbla	PirE2	Pult	Rall	Rory	Scer	Spom	Spun	Sros	Sros50818	Sscl	Tgon	Tpse	Ttra	Umay	Vcul	Wseb	Ylip
HC2	17	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	4	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Nro1	17	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	1	2
WAPL	17	0	1	0	0	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1
DUF1992	17	2	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1
zf-CXXC	17	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Rad54_N	17	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0	1	1
DUF2039	17	1	0	0	0	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
B_lectin	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LANC_like	17	2	1	0	0	0	0	0	1	2	1	0	0	1	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0
EDR1	17	3	0	0	0	0	0	2	0	2	0	0	0	1	0	0	1	0	0	0	2	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MBA1	17	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	1
Spherulin4	17	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0
zf-NADH-PPase	17	2	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	0	1	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1
DUF2423	17	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	0
Ppx-GppA	17	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	2
DUF2205	17	0	1	0	0	0	0	2	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1
MRP_L53	17	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	1
PA28_beta	17	2	0	0	0	0	0	0	1	4	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0
DUF1087	17	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L31	17	0	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	2	1	1	0	0	0	1	0	0	0	1	0	1	1
CYSTM	17	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	3	3	0	0	0	0	2	0	0	0	1	0	0	2
UBN2_2	17	1	0	0	0	0	1	1	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	2	0	0	0	0	0	0	0	0	1	0
eIF_4G1	17	0	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	2	1	1	0	0	1	0	0	0	1	0	1	1
ACP_syn_III_C	17	1	0	0	1	0	0	0	0	0	1	0	0	5	0	3	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
DUF3550	17	0	0	0	0	0	2	1	0	1	0	0	0	2	0	1	1	0	0	0	1	0	0	2	0	1	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF1800	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
SUN	17	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	2
FLILHELTA	17	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1
DUF4210	17	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	1
DASH_Dam1	17	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	2	1	1	0	0	0	1	0	0	0	1	0	1	1
CTK3_C	17	0	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1
TPPII	17	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0
PsbP	17	0	0	0	0	0	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Fapy_DNA_glyco	17	0	1	0	0	0	0	0	1	0	1	1	1	2	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1
Str_synth	17	2	0	0	0	0	0	0	0	5	0	0	1	1	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
DUF3342	17	0	0	0	0	0	0	2	0	6	0	0	0	2	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MH2	17	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF2029	17	1	1	1	0	1	0	1	0	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
GPCR_chapero_1	17	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	2	0	0	0	1	2	0	2	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LBP_BPI_CETP	17	6	0	0	0	0	0	0	0	5	0	0	1	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMD	17	2	0	0	0	0	2	0	1	0	0	0	3	0	0	1	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DUF4140	17	1	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0
Glyco_transf_25	17	2	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	2	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
UPF0546	17	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	1	0	0	0	1	0	1	0	2	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
DUF4050	17	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	1	0	0	0	1	1
WD-3	17	1	0	0	0	0	0	1	0	0	1	0	0	2	1	2	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0
Apc4_WD40	17	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1
MH1	17	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF3639	17	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0
GUCT	17	1	0	0	0	0	2	1	0	1	1	0	0	1	0	0	0	0	0	0	1	2	1	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
UPF0139	17	1	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
Glyco_hydro_32C	17	1	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0	2	1
Nbl1_Borealin_N	17	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	1
A2M_comp	17	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Cerato-platanin	17	0	2	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	4	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
CENP-X	17	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0
ATP-synt_S1	17	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	2	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	2
RAMP4	17	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0
Bac_luciferase	17	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	6
Glyco_transf_43	17	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	3	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF3419	17	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	3	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	1
Tub_2	17	1	2	0	0	3	5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF4205	17	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	3	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
IF3_N	17	1	1	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0
DUF1720	17	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	5	0	0	0	2	0	0	0	1	0	1	0
PIG-H	17	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	1
Peptidase_M42	17	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	1	0	2	1	0	1	0	0	0	1	1	1	0	0	1	0
DUF946	17	6	1	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1
PHY	17	0	2	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	1	0	2	0
Radial_spoke_3	17	0	0	0	0	1	0	1	0	2	0	0	0	1	0	0	1	0	0	0	1	2	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0
DUF2015	17	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1
DUF1736	17	2	0	0	0	0	0	0	0	3	0	0	0	1	0	1	4	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Sigma70_r4_2	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	12	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pkr1	17	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1
TRAP_alpha	17	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0
MIF	17	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	6	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
MMS19_N	17	0	1	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1
CLIP	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPDase	16	2	0	1	0	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1
Glyco_hydro_45	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	5	0	0	0	0	0	2	0	0	0	3	0	0	0
Aft1_OSA	16	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	4	1	1	1	0	0	0	0	0	0	0	0	1	1
MBD	16	1	0	0	0	0	0	0	0	1	1	0	0	2	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
PqiA	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0
TOM13	16	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1
SOCS_box	16	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRCA-2_helical	16	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
SDH_beta	16	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	3	0	0	1	1	0	0	0	0	0	1	0	1	0
PAPA-1	16	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	1	1
DUF255	16	2	1	0	0	0	2	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
TB	16	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptidase_M2	16	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pal1	16	0	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	1	0	1	1
Vezatin	16	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	2	1	1	0	0	1	1	0	0	0	1	0	0	1
HHH_3	16	2	0	0	0	0	0	1	1	2	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GMP_PDE_delta	16	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	2	0	0	0	0	2	1	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
Sema	16	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2M_recep	16	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF4219	16	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DUF455	16	3	1	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Rpp20	16	2	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1
INSIG	16	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	0	1
Cluap1	16	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	1	2	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Neugrin	16	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0
Tweety	16	1	0	0	0	0	0	0	0	1	0	0	0	1	0	2	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0
TFIIIC_delta	16	0	1	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1
OGFr_N	16	6	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0
DUF1280	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF3595	16	2	0	0	0	0	2	0	0	2	0	0	0	0	0	1	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
HRM	16	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fic	16	0	1	0	1	0	2	0	1	1	0	0	1	1	0	3	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YWTD	16	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	6	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zf-3CxxC	16	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	1	0	2	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NAGLU_C	16	3	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PTB	16	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFT57	16	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	1	0	1	0	2	1	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
LDB19	16	0	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	3	1	2	0	0	0	1	0	0	0	0	0	0	0
End3	16	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	1	2	1	1	0	0	1	0	0	0	0	0	0	1
SDH_alpha	16	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	2	0	0	1	1	0	0	0	0	0	1	0	1	0
DUF2418	16	0	1	1	0	0	0	1	1	0	0	1	0	0	1	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1
Glyco_hydro_57	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF4336	16	1	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	1	2
NUC194	16	1	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	2	0	1	0	1	0	0	0	1	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Calponin	16	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEAT_PBS	16	0	0	1	0	0	0	1	0	0	0	1	0	0	0	2	0	1	0	0	2	0	0	1	1	0	0	0	0	0	0	2	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0
MRC1	16	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1
PPDK_N	16	0	1	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
Macoilin	16	0	0	0	0	0	0	0	0	2	1	2	1	0	0	1	2	0	0	0	1	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
UreD	16	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0
Cytochrom_B_N	16	0	1	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	2	1	0	0	0	0
DUF2363	16	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	2	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
HIRA_B	16	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	1
DUF1691	16	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	2
SRP9-21	16	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	1
COMPASS-Shg1	16	0	1	1	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1
zf-NF-X1	16	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	2	0	1	0	2	1	0	0	0	0	0	0	0
DUF1479	16	0	1	0	0	0	0	0	1	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	1
